"id","corpus","area","title","url","year","source_type","priority","status","why_it_matters","source_file"
"eng-fw-pydantic-ai-agents","engineering","framework","Pydantic AI agents","https://pydantic.dev/docs/ai/core-concepts/agent/","","official-doc","A","search-verified","Agent graph execution and run modes.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-pydantic-ai-docs","engineering","framework","Pydantic AI docs","https://pydantic.dev/docs/ai/overview/","","official-doc","A","search-verified","Type-safe agent framework and dependency injection.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-pydantic-ai-repo","engineering","framework","pydantic/pydantic-ai","https://github.com/pydantic/pydantic-ai/","","repo","A","search-verified","Current v2+ implementation and release cadence.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-smolagents-docs","engineering","framework","smolagents docs","https://huggingface.co/docs/smolagents/index","","official-doc","A","search-verified","CodeAgent, ToolCallingAgent, sandboxed execution.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-smolagents-repo","engineering","framework","huggingface/smolagents","https://github.com/huggingface/smolagents","","repo","A","known-primary","HF agent implementation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-strands-docs","engineering","framework","Strands Agents docs","https://strandsagents.com/","","official-doc","A","search-verified","Model-driven agent SDK.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-strands-repo","engineering","framework","strands-agents/sdk-python","https://github.com/strands-agents/sdk-python","","repo","A","search-verified","Python/TS harness implementation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-vercel-agents","engineering","framework","Vercel AI SDK agents","https://sdk.vercel.ai/docs/agents/overview","","official-doc","A","search-verified","ToolLoopAgent, HarnessAgent, runtime context.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-vercel-ai-repo","engineering","framework","vercel/ai","https://github.com/vercel/ai","","repo","A","known-primary","AI SDK implementation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-vercel-ai-sdk-docs","engineering","framework","Vercel AI SDK docs","https://v6.ai-sdk.dev/docs/introduction","","official-doc","A","search-verified","TS toolkit, agents, workflows, harnesses.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-langgraph-docs","engineering","framework-runtime","LangGraph docs","https://docs.langchain.com/oss/python/langgraph/overview","","official-doc","A","search-verified","Durable, stateful, graph-based agent orchestration.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-langgraph-graph-api","engineering","framework-runtime","LangGraph Graph API","https://docs.langchain.com/oss/python/langgraph/graph-api","","official-doc","A","search-verified","StateGraph, nodes, edges, reducers, routing.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-langgraph-repo","engineering","framework-runtime","langchain-ai/langgraph","https://github.com/langchain-ai/langgraph","","repo","A","search-verified","Current implementation and release cadence.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-llamaindex-workflows","engineering","framework-runtime","LlamaIndex workflows","https://docs.llamaindex.ai/en/stable/module_guides/workflow/","","official-doc","A","known-primary","Event workflow runtime.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-maf-workflows","engineering","framework-runtime","Microsoft Agent Framework workflows","https://learn.microsoft.com/en-us/agent-framework/workflows/","","official-doc","A","search-verified","Sequential, concurrent, handoff, group patterns.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-mcp-agent-docs","engineering","framework-runtime","mcp-agent docs","https://docs.mcp-agent.com/mcp-agent-sdk/overview","","official-doc","A","search-verified","MCP server aggregation, agents, workflows, execution engines.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-mcp-agent-repo","engineering","framework-runtime","lastmile-ai/mcp-agent","https://github.com/lastmile-ai/mcp-agent","","repo","A","search-verified","MCP-native agent framework with workflow patterns and Temporal durability.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-microsoft-agent-framework-docs","engineering","framework-runtime","Microsoft Agent Framework docs","https://learn.microsoft.com/en-us/agent-framework/overview/","","official-doc","A","search-verified","Python/.NET agents and workflows.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-microsoft-agent-framework-repo","engineering","framework-runtime","microsoft/agent-framework","https://github.com/microsoft/agent-framework","","repo","A","search-verified","Production-grade multi-agent workflows.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-agent-ui-tars","engineering","gui-agent","UI-TARS","https://github.com/bytedance/UI-TARS/","","repo","A","search-verified","GUI/computer-use multimodal agent model.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-agent-ui-tars-desktop","engineering","gui-agent","UI-TARS desktop","https://github.com/bytedance/UI-TARS-desktop","","repo","A","search-verified","Desktop and browser GUI agent stack.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-deepagents-docs","engineering","harness","Deep Agents docs","https://docs.langchain.com/oss/python/deepagents/overview","","official-doc","A","search-verified","Planning, subagents, filesystem, context management.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-deepagents-js-docs","engineering","harness","Deep Agents JS docs","https://docs.langchain.com/oss/javascript/deepagents/overview","","official-doc","A","search-verified","Subagents, filesystem context, memory, MCP, and interrupts in JS harness.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-openai-tracing","engineering","observability","OpenAI tracing docs","https://openai.github.io/openai-agents-python/tracing/","","official-doc","A","known-primary","Trace/span implications.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-ont-jsonld","engineering","ontology","JSON-LD 1.1","https://www.w3.org/TR/json-ld11/","","standard","A","known-primary","JSON to RDF graph compatibility.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-ont-owl","engineering","ontology","OWL 2 overview","https://www.w3.org/TR/owl2-overview/","","standard","A","known-primary","Ontology language baseline.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-ont-rdf","engineering","ontology","RDF 1.1 Concepts","https://www.w3.org/TR/rdf11-concepts/","","standard","A","known-primary","Graph data model baseline.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-ont-rdfs","engineering","ontology","RDF Schema 1.1","https://www.w3.org/TR/rdf-schema/","","standard","A","known-primary","Class/property/domain/range baseline.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-ont-skos","engineering","ontology","SKOS Reference","https://www.w3.org/TR/skos-reference/","","standard","A","known-primary","Concept scheme and labels.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2a-docs","engineering","protocol","A2A docs","https://a2a-protocol.org/dev/","","official-doc","A","search-verified","A2A vs MCP boundaries.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2a-repo","engineering","protocol","a2aproject/A2A","https://github.com/a2aproject/A2A","","repo","A","search-verified","Linux Foundation protocol repo.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2a-spec","engineering","protocol","A2A specification","https://a2a-protocol.org/latest/specification/","","official-spec","A","search-verified","Agent-to-agent interoperability.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-asyncapi","engineering","protocol","AsyncAPI specification","https://www.asyncapi.com/docs/reference/specification/latest","","standard","A","known-primary","Event-driven API bindings.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-cloudevents","engineering","protocol","CloudEvents spec","https://github.com/cloudevents/spec","","standard","A","known-primary","Event envelope interoperability.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-jsonrpc","engineering","protocol","JSON-RPC 2.0","https://www.jsonrpc.org/specification","","standard","A","known-primary","MCP/A2A transport substrate.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-2025-spec","engineering","protocol","MCP 2025-11-25 specification","https://modelcontextprotocol.io/specification/2025-11-25.md","","official-spec","A","search-verified","Current stable spec baseline before 2026 RC.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-2026-rc","engineering","protocol","MCP 2026 release candidate blog","https://blog.modelcontextprotocol.io/posts/2026-07-28-release-candidate/","","official-blog","A","future-dated-excluded","Future-dated relative to 2026-06-30; excluded until publication can be verified.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-auth","engineering","protocol","MCP authorization","https://github.com/modelcontextprotocol/modelcontextprotocol/blob/ff960c9e/docs/specification/2025-06-18/basic/authorization.mdx","","official-spec","A","search-verified","OAuth resource metadata and resource indicators.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-basic","engineering","protocol","MCP 2025-06-18 basic","https://modelcontextprotocol.io/specification/2025-06-18/basic","","official-spec","A","search-verified","Base protocol, lifecycle, authorization.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-changelog","engineering","protocol","MCP changelog","https://modelcontextprotocol.io/specification/draft/changelog","","official-doc","A","search-verified","Current feature/deprecation evolution.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-elicitation","engineering","protocol","MCP elicitation","https://modelcontextprotocol.io/specification/2025-11-25/client/elicitation","","official-spec","A","search-verified","Interactive data request flow.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-repo","engineering","protocol","modelcontextprotocol/modelcontextprotocol","https://github.com/modelcontextprotocol/modelcontextprotocol","","repo","A","search-verified","Spec, docs, schema source of truth.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-spec","engineering","protocol","MCP specification","https://modelcontextprotocol.io/specification/","","official-spec","A","fetched","Agent-to-tool/context protocol.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-openapi","engineering","protocol","OpenAPI specification","https://spec.openapis.org/oas/latest.html","","standard","A","known-primary","HTTP API/tool surface modeling.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-agent-client","engineering","protocol-client","Agent Client Protocol","https://agentclientprotocol.com/","","spec","A","search-verified","Editor/CLI to coding agent protocol.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-agent-client-repo","engineering","protocol-client","zed-industries/agent-client-protocol","https://github.com/zed-industries/agent-client-protocol","","repo","A","search-verified","ACP spec and implementations.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2a-js","engineering","protocol-sdk","A2A JavaScript SDK","https://github.com/a2aproject/a2a-js","","repo","A","known-primary","JS/TS implementation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2a-python","engineering","protocol-sdk","A2A Python SDK","https://github.com/a2aproject/a2a-python","","repo","A","known-primary","Python implementation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-python-sdk","engineering","protocol-sdk","modelcontextprotocol/python-sdk","https://github.com/modelcontextprotocol/python-sdk","","repo","A","known-primary","Official Python SDK.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-ts-sdk","engineering","protocol-sdk","modelcontextprotocol/typescript-sdk","https://github.com/modelcontextprotocol/typescript-sdk","","repo","A","known-primary","Official TS SDK.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2ui-mcp","engineering","protocol-ui","A2UI over MCP","https://github.com/google/A2UI/blob/main/docs/guides/a2ui_over_mcp.md","","guide","A","search-verified","A2UI payloads over MCP resources/tools.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2ui-repo","engineering","protocol-ui","google/A2UI","https://github.com/google/A2UI","","repo","A","search-verified","Declarative UI generated by agents.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-ag-ui","engineering","protocol-ui","AG-UI docs","https://docs.ag-ui.com/","","official-doc","A","known-primary","Agent-to-UI event stream protocol.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-ag-ui-repo","engineering","protocol-ui","ag-ui-protocol/ag-ui","https://github.com/ag-ui-protocol/ag-ui","","repo","A","known-primary","Reference protocol packages.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-ont-prov-o","engineering","provenance","PROV-O","https://www.w3.org/TR/prov-o/","","standard","A","known-primary","Provenance model.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-oauth-rfc8414","engineering","security","OAuth authorization server metadata RFC 8414","https://www.rfc-editor.org/rfc/rfc8414","","standard","A","known-primary","MCP auth discovery dependency.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-oauth-rfc8707","engineering","security","OAuth resource indicators RFC 8707","https://www.rfc-editor.org/rfc/rfc8707","","standard","A","known-primary","MCP resource-bound token request.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-oauth-rfc9728","engineering","security","OAuth protected resource metadata RFC 9728","https://www.rfc-editor.org/rfc/rfc9728","","standard","A","known-primary","MCP protected resource metadata.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-scxml","engineering","statecharts","SCXML","https://www.w3.org/TR/scxml/","","standard","A","known-primary","State machine notation and execution.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-xstate-docs","engineering","statecharts","XState docs","https://stately.ai/docs","","official-doc","A","known-primary","XState v5 machines, actors, snapshots.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-xstate-graph","engineering","statecharts","XState graph docs","https://stately.ai/docs/graph","","official-doc","A","known-primary","Path generation/model-based testing.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-xstate-releases","engineering","statecharts","XState releases","https://github.com/statelyai/xstate/releases","","repo/release","A","search-verified","Current release evidence for XState statecharts/actors runtime.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-xstate-repo","engineering","statecharts","statelyai/xstate","https://github.com/statelyai/xstate","","repo","A","known-primary","Runtime implementation and graph utilities.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-xstate-scxml","engineering","statecharts","XState SCXML docs","https://statelyai-xstate.mintlify.app/advanced/scxml","","official-doc","A","search-verified","SCXML import/interoperability and feature support notes.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-openai-guardrails","engineering","validation","OpenAI guardrails docs","https://openai.github.io/openai-agents-python/guardrails/","","official-doc","A","known-primary","Runtime validation gates.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-ajv-docs","engineering","validation","Ajv docs","https://ajv.js.org/","","official-doc","A","known-primary","JS JSON Schema/JTD validator.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-ajv-repo","engineering","validation","ajv-validator/ajv","https://github.com/ajv-validator/ajv","","repo","A","known-primary","Implementation and release behavior.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-jsonschema-ietf","engineering","validation","IETF JSON Schema draft","https://datatracker.ietf.org/doc/html/draft-ietf-jsonschema-json-schema-01","","standards-draft","A","search-verified","2026 standards-track direction.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-jsonschema-spec","engineering","validation","JSON Schema spec repo","https://github.com/json-schema-org/json-schema-spec","","repo/spec","A","search-verified","Core/validation vocabularies.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-jsonschema-test-suite","engineering","validation","JSON Schema Test Suite","https://github.com/json-schema-org/JSON-Schema-Test-Suite","","repo","A","known-primary","Validator conformance.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-pydantic-core","engineering","validation","pydantic-core","https://github.com/pydantic/pydantic-core","","repo","A","known-primary","Runtime validation engine.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-pydantic-json-schema","engineering","validation","Pydantic JSON Schema","https://pydantic.dev/docs/validation/dev/concepts/json_schema/","","official-doc","A","search-verified","Validation/serialization modes and OpenAPI 3.1.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-shacl","engineering","validation","SHACL Recommendation","https://www.w3.org/TR/shacl/","","standard","A","known-primary","RDF graph validation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-typebox-docs","engineering","validation","TypeBox docs","https://sinclairzx81.github.io/typebox/","","official-doc","A","known-primary","JSON Schema as TypeScript builder.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-typebox-repo","engineering","validation","sinclairzx81/typebox","https://github.com/sinclairzx81/typebox","","repo","A","known-primary","Implementation and compiler.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-zod-docs","engineering","validation","Zod docs","https://zod.dev/","","official-doc","A","known-primary","TypeScript validation and JSON Schema conversion.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-zod-json-schema","engineering","validation","Zod JSON Schema","https://zod.dev/json-schema","","official-doc","A","search-verified","toJSONSchema conversion and unrepresentable types.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-zod-release-430","engineering","validation","Zod v4.3.0 release","https://github.com/colinhacks/zod/releases/tag/v4.3.0","","release-note","A","search-verified","fromJSONSchema and round-trip caveats.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"lit-mech-elpo","literature","agentic-rl","Error-Localized Policy Optimization for Tool-Integrated LLM Reasoning","https://aclanthology.org/2026.acl-long.504/","2026","ACL","A","search-verified","Step-local credit assignment for long-horizon tool trajectories.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-react","literature","agent-loop","ReAct: Synergizing Reasoning and Acting","https://openreview.net/attachment?id=tvI4u1ylcqs&name=pdf","2023","ICLR","A","fetched","Interleaves reasoning, action, and observation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
