definition_id,action,target_id,rationale,reviewer,status
adapter_schema_export_relates,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
adapter_statecharts_contains,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
adapter_statecharts_emits_event,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
adapter_statecharts_has_evidence_strength,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
adapter_statecharts_has_state,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
adapter_statecharts_relates,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
adapter-benchmarks,merge_into_canonical_owner,adapter-benchmarks,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
adapter-frameworks,merge_into_canonical_owner,adapter-frameworks,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
adapter-mapping-infrastructure,merge_into_canonical_owner,adapter-mapping-infrastructure,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
adapter-plane,merge_into_canonical_owner,adapter-plane,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
adapter-protocols,merge_into_canonical_owner,adapter-protocols,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
adapter-schema-export,merge_into_canonical_owner,adapter-schema-export,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
adapter-statecharts,merge_into_canonical_owner,adapter-statecharts,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AdapterA2A,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AdapterCrewAI,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AdapterDeepAgents,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AdapterFIPA,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AdapterKQML,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AdapterLangGraph,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AdapterMCP,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AdapterOpenAIAgents,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AdditionalInput,merge_into_canonical_owner,AdditionalInput,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AgencyBenchAdapter,merge_into_canonical_owner,AgencyBenchAdapter,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
agent-system-ontology,merge_into_canonical_owner,agent-system-ontology,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AgentActor,merge_into_canonical_owner,AgentActor,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AgentAsToolInvocation,merge_into_canonical_owner,AgentAsToolInvocation,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AgentSystem,merge_into_canonical_owner,AgentSystem,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AgentTranscript,merge_into_canonical_owner,AgentTranscript,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AggregationRule,merge_into_canonical_owner,AggregationRule,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AllowDecision,merge_into_canonical_owner,AllowDecision,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
allows_action,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AnswerOwnership,merge_into_canonical_owner,AnswerOwnership,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
APIOperation,merge_into_canonical_owner,APIOperation,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AppWorldAdapter,merge_into_canonical_owner,AppWorldAdapter,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
Artifact,merge_into_canonical_owner,Artifact,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
artifact_attributed_to_actor,merge_into_canonical_owner,artifact_attributed_to_actor,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
artifact_consumed_by_attempt,merge_into_canonical_owner,artifact_consumed_by_attempt,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
artifact_derived_from,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
artifact_exported_as,merge_into_canonical_owner,artifact_exported_as,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
artifact_produced_by_attempt,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
artifact_produced_by_event,merge_into_canonical_owner,artifact_produced_by_event,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
artifact_reviewed_by,merge_into_canonical_owner,artifact_reviewed_by,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
assembles_context,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
assigns_work_item_to,merge_into_canonical_owner,assigns_work_item_to,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AssistantMessage,merge_into_canonical_owner,AssistantMessage,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
associated_with_attempt,merge_into_canonical_owner,associated_with_attempt,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AudioBlock,merge_into_canonical_owner,AudioBlock,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
audit_disclosure_records_disclosure_filter,merge_into_canonical_owner,audit_disclosure_records_disclosure_filter,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
audit_log_summarizes_audit_record,merge_into_canonical_owner,audit_log_summarizes_audit_record,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AuditDisclosure,merge_into_canonical_owner,AuditDisclosure,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AuditLog,merge_into_canonical_owner,AuditLog,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AuditRecord,merge_into_canonical_owner,AuditRecord,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AuthorityScope,merge_into_canonical_owner,AuthorityScope,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AuthorizationGrant,merge_into_canonical_owner,AuthorizationGrant,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
authorizes,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AutomatedReview,merge_into_canonical_owner,AutomatedReview,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AX_adapter_benchmarks_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_benchmarks_emits_event_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_benchmarks_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_benchmarks_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_benchmarks_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_benchmarks_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_benchmarks_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_benchmarks_relates_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_frameworks_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_frameworks_emits_event_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_frameworks_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_frameworks_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_frameworks_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_frameworks_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_frameworks_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_frameworks_relates_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_mapping_infrastructure_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_mapping_infrastructure_emits_event_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_mapping_infrastructure_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_mapping_infrastructure_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_mapping_infrastructure_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_mapping_infrastructure_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_mapping_infrastructure_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_mapping_infrastructure_relates_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_plane_term_resolution,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_protocols_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_protocols_emits_event_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_protocols_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_protocols_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_protocols_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_protocols_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_protocols_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_protocols_relates_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_schema_export_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_schema_export_emits_event_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_schema_export_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_schema_export_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_schema_export_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_schema_export_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_schema_export_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_schema_export_relates_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_statecharts_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_statecharts_emits_event_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_statecharts_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_statecharts_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_statecharts_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_statecharts_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_statecharts_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_statecharts_relates_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_adapter_terms_do_not_redefine_core,merge_into_canonical_owner,AX_adapter_terms_do_not_redefine_core,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AX_allows_action_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_artifact_attributed_to_actor_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_artifact_consumed_by_attempt_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_artifact_derived_from_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_artifact_exported_as_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_artifact_produced_by_attempt_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_artifact_produced_by_event_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_artifact_reviewed_by_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_assembles_context_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_assigns_work_item_to_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_associated_with_attempt_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_audit_disclosure_records_disclosure_filter_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_audit_log_summarizes_audit_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_authorizes_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_belongs_to_data_zone_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_blocking_error_blocks_run_attempt_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_blocks_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_boundary_crossing_authorized_by_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_boundary_crossing_has_source_actor_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_boundary_crossing_has_source_zone_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_boundary_crossing_has_target_actor_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_boundary_crossing_has_target_zone_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_boundary_crossing_recorded_by_trace_event_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_candidate_chunk_scored_by_lexical_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_candidate_chunk_scored_by_similarity_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
